position COMBINED_rate(cM/Mb) Genetic_Map(cM)
43191199 1.8338059273 53.3618917089
43191215 1.8341023280 53.3619210498
43191822 1.8419509185 53.3630343499
43192319 1.8439974837 53.3639497995
43193370 1.8357304416 53.3658878409
43193457 1.8225837689 53.3660475494
43193487 1.8096463710 53.3661022269
43193683 1.7938283211 53.3664569176
43193877 1.7181635536 53.3668049203
43193950 1.5190530525 53.3669303463
43194150 1.1926931235 53.3672341569
43194385 0.9522816357 53.3675144398
43194461 0.7444631227 53.3675868132
43194863 0.6607599975 53.3678860873
43195271 0.6365750947 53.3681556774
43195441 0.6277715591 53.3682638952
43195620 0.6251512599 53.3683762663
43195786 0.6234692791 53.3684800414
43196094 0.6231434858 53.3686720699
43196508 0.9985058275 53.3689300513
43196557 1.9633763653 53.3689789781
43196619 2.3947032121 53.3691007075
43196714 2.9130875717 53.3693282043
43196772 2.1161346297 53.3694971633
43197182 17.9572580578 53.3703647785
43197300 35.0317729941 53.3724837350
43197463 35.0410426438 53.3781939140
43197564 35.0410426438 53.3817330593
43199018 35.0410426438 53.4326827353
43199309 30.8291518299 53.4428796787
43199460 0.4824790376 53.4475348806
43199574 0.4791903255 53.4475898833
43199741 0.4793283896 53.4476699080
43199758 0.4795572415 53.4476780566
43199904 0.4811242964 53.4477480720
43200259 0.4836470397 53.4479188711
43200479 0.4867709310 53.4480252734
43201226 0.5211836176 53.4483888913
43201670 0.6378460649 53.4486202969
43201791 0.7315459324 53.4486974762
43202109 0.7627671620 53.4489301078
43202212 0.8078800651 53.4490086729
43202321 0.8227377750 53.4490967318
43202434 0.8759137800 53.4491897012
43202473 0.9191318506 53.4492238618
43202518 0.9349568831 53.4492652227
43202700 0.8751805294 53.4494353849
43202996 0.8570316987 53.4496944383
43203061 0.8560219662 53.4497501454
43203063 0.8399023885 53.4497518574
43203444 0.8228766251 53.4500718602
43203663 0.8053641745 53.4502520702
43203994 0.7901955837 53.4505186458
43205573 0.7902704815 53.4517663646
43206741 0.7843362971 53.4526894005
43207200 0.7718843251 53.4530494109
43207408 0.7469244584 53.4532099628
43208906 0.7447829221 53.4543288556
43209300 0.7429010361 53.4546223001
43209504 0.7517912845 53.4547738519
43209848 10.8793655894 53.4550324681
43210165 16.8038500519 53.4584812270
43211281 16.9014118271 53.4772343237
43211321 16.9589915856 53.4779103801
43211441 16.9589915856 53.4799454591
43211596 16.9589915856 53.4825741028
43211665 16.9594358986 53.4837442733
43211746 16.9581499767 53.4851179876
43212119 16.9580437708 53.4914433775
43212244 16.9434702837 53.4935631330
43212637 15.8493132013 53.5002219168
43212736 8.0895357820 53.5017909988
43212852 5.7926221689 53.5027293850
43212956 4.3152782535 53.5033318177
43213058 4.2458844481 53.5037719760
43213115 4.2420154829 53.5040139915
43213139 4.2516811751 53.5041157998
43213183 4.2807387721 53.5043028738
43213371 4.4564168683 53.5051076527
43213428 4.6644539548 53.5053616684
43213740 3.1285680186 53.5068169781
43213757 1.9935819702 53.5068701637
43214239 2.0998314281 53.5078310702
43214600 3.3104136231 53.5085891094
43214642 4.7497332861 53.5087281468
43214803 5.4505058918 53.5094928538
43214913 5.4907556537 53.5100924095
43215028 5.4856688394 53.5107238464
43215052 5.4784381668 53.5108555024
43215186 5.4642929228 53.5115896131
43215315 4.3701021646 53.5122945069
43215378 2.8270566837 53.5125698234
43215541 2.7311999369 53.5130306336
43215702 2.1910825853 53.5134703568
43215894 1.1887820900 53.5138910446
43216347 1.1905756033 53.5144295629
43216697 1.1860755580 53.5148462644
43216739 1.1831411529 53.5148960796
43217236 1.1672013399 53.5154841007
43217334 1.1360837483 53.5155984865
43218681 1.6952880543 53.5171287913
43219384 6.1634888733 53.5183205788
43220224 5.9914650848 53.5234979094
43220533 2.6965733110 53.5253492721
43220799 1.3102535925 53.5260665606
43221018 1.1676793960 53.5263535062
43221175 1.1530923454 53.5265368318
43221505 1.1638722234 53.5269173523
43221914 1.1638722234 53.5273933760
43222171 1.1646131953 53.5276924912
43222536 1.1816131128 53.5281175750
43222814 2.5205542993 53.5284460635
43222912 2.9466600555 53.5286930778
43223409 1.5538145148 53.5301575678
43223459 1.2008746133 53.5302352586
43223594 1.1742959149 53.5303973766
43223630 1.1519873575 53.5304396513
43223810 1.0154721107 53.5306470090
43223829 0.8280834878 53.5306663030
43223999 0.6482470365 53.5308070772
43224024 0.4970114484 53.5308232834
43224036 0.3551494478 53.5308292475
43224071 0.2511558897 53.5308416777
43224192 0.2082202399 53.5308720676
43224257 0.2098246578 53.5308856019
43224280 0.1941503073 53.5308904279
43224318 0.1816627585 53.5308978056
43224836 0.1855701106 53.5309919069
43225181 0.1858231170 53.5310559286
43225320 0.1993822463 53.5310817580
43225762 0.1996940173 53.5311698849
43227032 0.2010282884 53.5314234963
43228225 0.2496817949 53.5316633231
43229104 1.2143930856 53.5318827934
43229439 1.7979675018 53.5322896151
43229754 3.5565007188 53.5328559748
43230122 1.9688972381 53.5341647671
43230249 1.9471153928 53.5344148170
43230430 1.2973162948 53.5347672449
43230485 0.6574620363 53.5348385973
43230563 0.4243914480 53.5348898794
43231170 0.4256184852 53.5351474850
43231381 0.4244217513 53.5352372905
43232242 0.4253568524 53.5356027176
43232640 0.4261076994 53.5357720096
43233347 0.4261046030 53.5360732678
43233894 0.4270733686 53.5363063470
43234159 0.4281080373 53.5364195214
43234520 0.4295609437 53.5365740684
43235783 0.4424759277 53.5371166039
43236015 0.4423822397 53.5372192583
43236084 0.4423871647 53.5372497827
43236110 0.4545626602 53.5372612848
43237983 0.5490846940 53.5381126806
43238580 0.8321338973 53.5384404842
43240674 0.8320486350 53.5401829726
43245450 0.6916323919 53.5441568369
43247186 0.6307646198 53.5453575107
43247694 0.5946709415 53.5456779391
43249621 0.5905453047 53.5468238700
43251625 0.5906054252 53.5480073228
43253309 0.5912526178 53.5490019023
43254316 0.5928559725 53.5495972937
43254361 0.5928778305 53.5496239722
43255088 0.5946186087 53.5500549944
43255166 0.5944472227 53.5501013747
43255611 0.5943738218 53.5503659037
43256036 0.5969377860 53.5506185126
43257386 0.6056334382 53.5514243786
43258190 0.6060943387 53.5519113079
43258426 0.6127774276 53.5520543461
43259190 0.6274091564 53.5525225081
43259630 0.6490748697 53.5527985681
43259791 0.6510099508 53.5529030692
43260501 0.7020804569 53.5533652862
43260632 0.7777517560 53.5534572588
43260795 1.0489864216 53.5535840323
43260975 1.8177667566 53.5537728499
43262443 1.8369582093 53.5564413315
43263808 4.0489445220 53.5589487794
43264254 4.0749066973 53.5607546087
43264644 4.1107825751 53.5623438223
43264961 3.9490412879 53.5636469404
43265312 9.1689195651 53.5650330539
43265415 12.9809297620 53.5659774526
43266327 36.3689655587 53.5778160605
43266378 37.0086097451 53.5796708778
43266482 37.0086097451 53.5835197732
43266788 10.8434866196 53.5948444078
43266869 0.0895394786 53.5957227302
43267584 0.0884426628 53.5957867509
43268006 0.4125337403 53.5958240737
43268050 1.3559216681 53.5958422252
43268856 0.1311538440 53.5969350981
43269322 0.0505885400 53.5969962157
43269509 0.0490078667 53.5970056758
43269911 0.0488733649 53.5970253770
43270034 0.0485630987 53.5970313884
43270386 0.0483964070 53.5970484826
43270537 0.0482749584 53.5970557905
43274889 0.0482497648 53.5972658831
43276375 0.1173245619 53.5973375822
43276854 0.3773421257 53.5973937807
43277002 0.6753910206 53.5974496273
43281423 0.4398545642 53.6004355310
43285066 0.4397676093 53.6020379212
43286817 0.4404770047 53.6028079543
43287342 0.4859613309 53.6030392047
43287372 0.4859613309 53.6030537836
43287663 0.4329549370 53.6031951983
43287709 0.3797895535 53.6032151142
43288781 0.1518162505 53.6036222486
43293018 0.1522085328 53.6042654941
43293268 0.1551358260 53.6043035462
43293867 0.4854561566 53.6043964726
43293881 0.8407100743 53.6044032690
43294055 0.9842243782 53.6045495525
43294197 1.0688629782 53.6046893124
43296203 0.9249267416 53.6068334515
43296310 0.7871562190 53.6069324187
43296692 0.7132861627 53.6072331123
43297707 0.6811614638 53.6079570978
43298263 0.6624175311 53.6083358236
43298834 0.6616392497 53.6087140640
43299663 0.6603886008 53.6092625629
43299727 0.6592454478 53.6093048278
43300218 0.6593423566 53.6096285173
43300239 0.6592179332 53.6096423635
43300370 0.6597728186 53.6097287210
43300939 0.6595083995 53.6101041318
43301072 0.6584914714 53.6101918464
43301088 0.6571975286 53.6102023823
43301390 0.6574506532 53.6104008559
43301507 0.6666188832 53.6104777776
43301740 0.6805489757 53.6106330998
43301746 0.6691599581 53.6106371831
43301824 0.7546812583 53.6106893776
43302035 1.1508601226 53.6108486154
43303034 1.1378644742 53.6119983246
43303058 1.1285077698 53.6120256334
43303105 1.1245138727 53.6120786732
43303558 1.3297639240 53.6125880780
43304176 1.2950338610 53.6134098721
43304589 1.3062332000 53.6139447211
43304667 1.4571882568 53.6140466073
43305063 4.7423955153 53.6146236538
43305234 4.7191224801 53.6154346035
43306218 4.6944012860 53.6200782200
43306528 4.6838132426 53.6215334844
43306616 4.6719901805 53.6219456600
43307397 4.6380203018 53.6255944843
43308096 4.6369770606 53.6288364605
43308470 4.9747877657 53.6305706899
43308638 6.1896896968 53.6314064543
43308751 7.9113624563 53.6321058892
43308857 7.9112215814 53.6329444936
43309129 7.9120548081 53.6350963459
43309365 7.9113377848 53.6369635908
43309759 7.9096849441 53.6400806579
43310256 7.6674967568 53.6440117713
43310326 5.9539410424 53.6445484961
43310986 1.6470589406 53.6484780972
43311741 1.6003192107 53.6497216267
43312046 1.6009793644 53.6502097240
43312547 1.6013781960 53.6510118147
43312651 1.6027384917 53.6511783580
43313203 1.6019104210 53.6520630697
43313336 1.6015020890 53.6522761238
43317906 1.6076369123 53.6595949883
43319027 1.6666189554 53.6613971493
43320275 4.9418209138 53.6634770897
43320510 4.9458538577 53.6646384177
43320731 4.6035590879 53.6657314514
43321156 4.6377261007 53.6676879640
43321171 4.6602838744 53.6677575299
43321420 0.8481873883 53.6689179406
43321978 0.5326535436 53.6693912291
43321994 0.2442771491 53.6693997516
43322065 0.1391718220 53.6694170952
43323590 0.1465321872 53.6696293323
43323622 0.1540346195 53.6696340213
43323830 0.1739749015 53.6696660605
43324152 0.2641241988 53.6697220804
43324714 0.5208158917 53.6698705182
43325185 0.6119709369 53.6701158225
43325329 0.5406176033 53.6702039463
43325393 0.4353968686 53.6702385459
43325447 0.2989465699 53.6702620573
43325658 0.2572953192 53.6703251350
43326025 0.2520036537 53.6704195624
43326572 0.2520588768 53.6705574084
43326761 0.2518247800 53.6706050475
43329931 1.0888508378 53.6714033321
43330988 11.9897960656 53.6725542474
43332164 24.8017731332 53.6866542476
43333109 14.0813562584 53.7100919232
43333697 0.7997259897 53.7183717607
43335493 0.7933036214 53.7198080685
43336872 0.7572288237 53.7209020342
43338501 0.4571375712 53.7221355600
43339825 0.3842981507 53.7227408101
43341319 0.3778900780 53.7233149516
43343219 0.3792958860 53.7240329427
43343777 0.3827128124 53.7242445898
43343984 0.3864828434 53.7243238114
43344028 0.3919940817 53.7243408166
43344284 0.3943780500 53.7244411671
43344404 0.4157694909 53.7244884925
43344791 1.1065211348 53.7246493953
43345858 2.5645896292 53.7258300533
43346982 2.5758244928 53.7287126521
43347063 2.5757327906 53.7289212939
43347194 2.5848124924 53.7292587148
43348387 4.5637302525 53.7323423961
43351827 4.1978899824 53.7480416282
43352032 3.9139223084 53.7489021957
43352147 3.7286916712 53.7493522967
43352403 1.9979738664 53.7503068418
43352674 1.5699922500 53.7508482927
43353157 1.5526021065 53.7516065990
43353877 1.6927797976 53.7527244725
43354120 2.5181535529 53.7531358180
43354408 5.0689187862 53.7538610462
43355004 5.0752455135 53.7568821218
43355495 5.0593566705 53.7593740673
43356683 5.0498693576 53.7653845831
43357377 3.7078656749 53.7688891924
43357387 2.4540120674 53.7689262711
43357605 2.4506231368 53.7694612457
43358052 2.4560610449 53.7705566742
43358124 2.4576926568 53.7707335106
43358254 2.4614711025 53.7710530107
43358279 2.4536009210 53.7711145475
43358806 2.3263184696 53.7724075951
43359328 2.1602285814 53.7736219334
43359502 2.0619727706 53.7739978132
43359504 1.9643743842 53.7740019371
43359627 1.7706358088 53.7742435551
43359990 1.6594889461 53.7748862959
43360656 1.4730131934 53.7759915156
43361786 0.9254893373 53.7776560205
43361908 0.5872324239 53.7777689302
43363969 0.8003102285 53.7789792162
43363980 1.0310547452 53.7789880196
43364523 1.2444104384 53.7795478824
43364596 1.5117998927 53.7796387243
43364677 1.7216670282 53.7797611801
43364804 1.8557072919 53.7799798318
43364913 1.9286969826 53.7801821039
43365051 1.9622908339 53.7804482641
43365073 2.0220723426 53.7804914345
43365828 2.0829505467 53.7820180991
43365898 2.1044825452 53.7821639057
43366873 7.3912823849 53.7842157761
43367259 7.4257132721 53.7870688111
43367344 7.4323506822 53.7876999968
43368064 7.4323506822 53.7930512893
43368414 7.4323506822 53.7956526120
43372194 15.5100306375 53.8237468976
43372567 15.5129357705 53.8295321390
43372742 15.5129357705 53.8322469028
43375136 9.8191976866 53.8693848710
43378811 9.8123954741 53.9054704225
43379946 3.4515593336 53.9166074914
43381212 1.5359267591 53.9209771655
43382412 1.5619167884 53.9228202776
43382542 1.6162011659 53.9230233268
43383636 1.7113914721 53.9247914508
43384025 1.6977910162 53.9254571821
43384151 1.6642205778 53.9256711038
43384940 0.9579640233 53.9269841738
43385494 0.6262752489 53.9275148859
43386012 0.6213644558 53.9278392965
43386132 0.6649346977 53.9279138602
43386227 0.7955463765 53.9279770290
43386578 0.7422992610 53.9282562658
43386711 0.6759446701 53.9283549916
43387856 0.6542380191 53.9291289482
43388026 0.6447834554 53.9292401687
43388655 6.6670350958 53.9296457375
43388656 12.8035530504 53.9296524045
43388750 15.3168430537 53.9308559385
43390247 15.3509961323 53.9537852526
43390355 15.3550016210 53.9554431601
43390425 15.3547375686 53.9565180103
43390522 15.3522678085 53.9580074198
43390554 15.3245930163 53.9584986924
43390616 13.0240936279 53.9594488171
43390761 6.6673224916 53.9613373107
43392799 3.4255772601 53.9749253140
43396185 3.4244696158 53.9865243186
43396399 3.8044012767 53.9872571551
43399012 3.5102074075 53.9971980556
43399731 2.2980731070 53.9997218947
43402317 1.8682373275 54.0056647118
43402551 1.5480972290 54.0061018793
43402744 1.5444193829 54.0064006621
43403075 1.5104875246 54.0069118649
43404646 1.1788307376 54.0092848408
43405097 0.8186335756 54.0098164935
43405168 0.4759122286 54.0098746164
43407960 0.4789280779 54.0112033634
43408022 0.4799819790 54.0112330569
43409278 0.4838374334 54.0118359143
43409416 0.4839083122 54.0119026839
43409827 0.4867417996 54.0121015702
43410781 0.4881065537 54.0125659218
43410964 0.4891584624 54.0126552453
43411130 0.4912577649 54.0127364456
43413264 0.4962350656 54.0137847897
43413634 0.5229587361 54.0139683967
43414110 0.8327075109 54.0142173251
43414293 1.5200879947 54.0143697105
43414636 2.1698669773 54.0148911007
43416201 2.2041650094 54.0182869425
43418962 2.2037148497 54.0243726421
43420124 2.2675080752 54.0269333588
43420221 2.3587231851 54.0271533071
43420339 2.7212502306 54.0274316364
43420441 3.3878990313 54.0277092039
43421516 7.3076080484 54.0313511954
43422100 9.8016851787 54.0356188385
43423345 9.8016744515 54.0478219365
43423634 9.3656286051 54.0506546204
43423697 8.3056981203 54.0512446550
43423871 2.8871317439 54.0526898465
43424809 2.7519940265 54.0553979761
43424983 2.2695852051 54.0558768231
43426199 1.5642032640 54.0586366387
43426491 1.3032619198 54.0590933860
43426596 1.2827836573 54.0592302285
43426917 1.2150079057 54.0596420021
43430855 1.2193778981 54.0644267032
43431259 1.2294377025 54.0649193319
43431508 1.2299035551 54.0652254619
43433206 1.6653683987 54.0673138381
43433225 2.0171996573 54.0673454801
43433568 2.1606398141 54.0680373796
43433787 2.2885590945 54.0685105597
43434248 2.3184168486 54.0695655854
43435303 2.3216831445 54.0720115152
43435463 2.4150487940 54.0723829845
43435973 2.4202905148 54.0736146594
43436490 2.4626106638 54.0748659496
43437434 2.4776382783 54.0771906541
43437912 2.4962794257 54.0783749652
43442407 3.0468018751 54.0895957412
43444208 3.5526489267 54.0950830314
43444530 3.9969163431 54.0962269843
43444699 4.0489475519 54.0969024632
43448074 4.0267021832 54.1105676612
43450565 3.9432648949 54.1205981763
43452436 3.8093971257 54.1279760249
43453679 3.7386932583 54.1327111055
43454518 3.6847250652 54.1358478692
43457160 3.6199722165 54.1455829128
43457265 3.5931581936 54.1459630099
43458788 3.6148970081 54.1514353898
43459419 3.6394357395 54.1537163898
43463805 3.6335665781 54.1696789550
43463948 3.6192355542 54.1701985550
43465572 3.4419691005 54.1760761936
43466634 2.7143016398 54.1797315647
43468056 2.5472890212 54.1835913017
43470879 3.9945534542 54.1907822986
43471166 7.8498608979 54.1919287354
43472707 7.8903457712 54.2040253711
43473728 7.9096167576 54.2120814141
43474191 7.8940461407 54.2157435667
43476479 7.7190274862 54.2338051442
43478490 6.7512808421 54.2493281085
43479661 6.7095422383 54.2572338584
43483030 15.0845566253 54.2798383062
43487691 0.7074843954 54.3501474246
43488330 0.7092092122 54.3505995071
43489429 0.7196464514 54.3513789280
43489515 0.7266963909 54.3514408176
43489540 0.7345622158 54.3514589851
43489713 0.7375825109 54.3515860643
43489769 0.7391946379 54.3516273689
43489898 0.7447846284 54.3517227250
43489941 0.7483362755 54.3517547508
43490940 1.2448188329 54.3525023387
43491044 1.7367006426 54.3526317999
43492082 1.3703900431 54.3544344951
43492108 1.0894259653 54.3544701253
43492118 0.8177561107 54.3544810195
43492586 0.8309660556 54.3548637294
43493336 0.8310630453 54.3554869539
43493512 1.5152582979 54.3556332210
43493664 1.5157785228 54.3558635403
43494063 1.6343494980 54.3564683359
43494148 1.7976281925 54.3566072556
43494196 1.9503098658 54.3566935418
43494243 2.1284132968 54.3567852064
43494421 2.4315873189 54.3571640639
43494568 2.6352924400 54.3575215073
43494712 2.6397493544 54.3579009894
43494855 2.6412816222 54.3582784735
43494867 2.6434033796 54.3583101689
43494908 2.6455812025 54.3584185485
43495105 2.6881674383 54.3589397279
43495158 2.8480866512 54.3590822008
43495328 18.6478198744 54.3595663756
43495464 27.2726347977 54.3621024791
43496098 27.3315128046 54.3793933295
43496258 27.3315128046 54.3837663716
43496293 27.3315128046 54.3847229745
43496461 27.3315128046 54.3893146687
43497197 27.3315128046 54.4094306621
43497214 27.3315128046 54.4098952978
43497311 27.3315128046 54.4125464546
43498323 27.3315128046 54.4402059455
43500528 19.3425058606 54.5004719312
43500545 19.3219236706 54.5008007538
43500578 15.7557850076 54.5014383773
43500641 15.7422256437 54.5024309918
43501530 15.7498762814 54.5164258304
43501748 15.7494355909 54.5198593034
43502167 15.7494355909 54.5264583169
43502356 9.8682580140 54.5294349602
43502410 3.0503379030 54.5299678462
43502505 1.0600374017 54.5302576283
43502641 1.0184368202 54.5304017934
43502959 0.9105705204 54.5307256563
43503014 0.8598487027 54.5307757377
43503259 0.8428341865 54.5309864006
43503317 0.8422195008 54.5310352850
43503506 0.8426535899 54.5311944645
43503510 0.8425029121 54.5311978351
43503645 0.8416362489 54.5313115730
43503777 0.8436079514 54.5314226689
43503974 0.8453223269 54.5315888597
43504121 0.8628086614 54.5317131221
43504421 1.6045253944 54.5319719647
43505091 4.5444295477 54.5330469967
43505439 4.9278822243 54.5346284582
43509037 3.0097968426 54.5523589784
43509092 1.8711232637 54.5525245173
43509130 0.9702656865 54.5525956199
43509830 0.9714164548 54.5532748059
43509903 0.9762685269 54.5533457193
43510219 0.9841882805 54.5536542202
43510987 1.0349645480 54.5544100768
43511023 1.0773077155 54.5544473355
43511902 1.0771695438 54.5553942890
43512004 1.0763861475 54.5555041603
43512199 1.0745997843 54.5557140556
43512861 1.0737495354 54.5564254406
43515024 1.0738483042 54.5587479609
43518170 1.0732204745 54.5621262876
43524888 1.0737679973 54.5693361828
43526864 14.6940847526 54.5714579484
43527012 14.8251616769 54.5736326729
43528867 14.0816993157 54.6011333478
43529323 12.5947897249 54.6075546027
43530118 12.5306806145 54.6175674605
43532527 15.6824537177 54.6477538701
43534919 15.7206506275 54.6852662994
43535767 15.7581296455 54.6985974112
43535877 15.7761858964 54.7003308054
43536692 15.6464678647 54.7131883969
43537619 15.5572369296 54.7276926726
43540404 20.5333493809 54.7710195775
43548004 15.1898435641 54.9270730328
43548040 11.1989496464 54.9276198671
43550393 11.2028626070 54.9539709957
43551669 10.8297855050 54.9682658483
43551724 2.8591582482 54.9688614865
43553324 2.4207224766 54.9734361397
43553376 1.9574039894 54.9735620173
43553428 1.3190101999 54.9736638023
43554048 1.2932712861 54.9744815886
43554464 1.2910338378 54.9750195895
43554491 1.2905817720 54.9750544474
43554635 1.2870736638 54.9752402912
43554735 1.2870723858 54.9753689986
43555373 1.1216779476 54.9761901507
43555387 0.9679401413 54.9762058542
43555409 0.8314076459 54.9762271489
43555422 0.6877001981 54.9762379572
43555442 0.5507975124 54.9762517112
43555525 0.3935704842 54.9762974274
43555558 0.2790422027 54.9763104152
43555667 0.2561482429 54.9763408308
43555704 0.2407131576 54.9763503083
43557111 0.3570368134 54.9766889917
43557134 0.8043223156 54.9766972036
43557193 4.5758392503 54.9767446586
43557447 3.0020349214 54.9779069218
43557487 0.2278242984 54.9780270032
43557585 0.2102255705 54.9780493299
43557743 0.2247130088 54.9780825456
43557892 0.4735693693 54.9781160278
43558055 1.0827679529 54.9781932196
43558097 1.5357372713 54.9782386959
43558314 1.5320597068 54.9785719509
43558324 1.5253922273 54.9785872715
43558379 1.5188014953 54.9786711680
43558399 1.5161699808 54.9787015441
43558409 1.5102385119 54.9787167058
43559030 1.5094606713 54.9796545639
43559174 1.5099585322 54.9798719262
43559218 1.5120692924 54.9799383644
43559314 1.5126660622 54.9800835231
43559532 1.5049007016 54.9804132843
43559575 1.5004360300 54.9804779950
43559608 1.4961442200 54.9805275094
43559702 1.4930182358 54.9806681469
43559812 1.4907259108 54.9808323789
43559857 1.4899204845 54.9808994616
43560209 3.4290567627 54.9814239136
43560362 3.0535075046 54.9819485593
43560740 2.0021630279 54.9831027851
43560748 1.9832039367 54.9831188024
43560768 1.0507414730 54.9831584665
43560959 1.0600155881 54.9833591581
43561229 1.6995243431 54.9836453623
43561633 3.1037970598 54.9843319702
43561678 6.3063076114 54.9844716410
43562209 6.3163236349 54.9878202904
43562511 6.1980889583 54.9897278201
43562532 6.0037729741 54.9898579800
43562582 1.0936973903 54.9901581686
43563447 1.0935493570 54.9911042169
43564721 1.1130635051 54.9924973988
43564772 1.1118353949 54.9925541650
43565896 11.2983314724 54.9938038680
43565917 13.0355249040 54.9940411330
43566454 58.1160586813 55.0010412098
43566860 58.1160586813 55.0246363296
43567084 58.1160586813 55.0376543268
43567265 58.1160586813 55.0481733334
43567288 58.1160586813 55.0495100028
43567335 21.8054676724 55.0522414575
43567963 2.7031025017 55.0659352912
43568010 0.9124398925 55.0660623370
43568066 0.8421298507 55.0661134337
43568127 0.8399622060 55.0661648036
43568498 0.8289898942 55.0664764296
43568535 0.8181003947 55.0665071022
43568553 0.8103219779 55.0665218280
43568720 0.8062352559 55.0666571518
43569414 0.7167826788 55.0672166790
43569718 0.6946395298 55.0674345810
43569943 0.6826873490 55.0675908749
43570116 0.6743690028 55.0677089798
43570168 0.6647070737 55.0677440470
43570622 0.3792975007 55.0680458240
43570738 0.1784293780 55.0680898225
43571285 0.1755162163 55.0681874234
43571324 0.1743545117 55.0681942685
43571457 0.1756980792 55.0682174576
43571475 0.1764623505 55.0682206202
43571636 0.1821265776 55.0682490306
43573513 0.5046153927 55.0685908822
43576673 0.6451192538 55.0701854669
43577158 0.9002861915 55.0704983497
43577722 0.9349374899 55.0710061111
43579531 0.9464850197 55.0726974130
43580252 0.9616788052 55.0733798287
43580836 0.9739995905 55.0739414492
43584392 0.9728181627 55.0774049917
43584491 0.9718055212 55.0775013007
43584529 0.9706115018 55.0775382293
43585450 0.9690608630 55.0784321625
43585983 1.0971918138 55.0789486720
43586202 1.4668526267 55.0791889570
43586261 1.7552529402 55.0792755013
43587249 2.5988275536 55.0810096912
43588581 13.9991274760 55.0844713295
43589330 14.0025684151 55.0949566759
43591777 13.9466535985 55.1292209609
43591926 13.8969628904 55.1312990122
43594277 23.4904443225 55.1639707720
43594813 25.8766901530 55.1765616502
43594912 26.5586096960 55.1791234425
43595004 26.6043652509 55.1815668346
43595182 26.6043652509 55.1863024116
43595332 26.6043652509 55.1902930664
43595685 26.3312459539 55.1996844073
43596443 16.7079344337 55.2196434917
43596556 7.4513774921 55.2215314883
43596887 2.3157179418 55.2239978943
43596950 2.3145854609 55.2241437845
43597151 1.6738398727 55.2246090162
43597339 1.2222381441 55.2249236981
43597851 1.1148881868 55.2255494840
43598632 1.1151188959 55.2264202117
43599658 1.1148299040 55.2275643237
43599707 1.1143812243 55.2276189503
43601470 1.1154251527 55.2295836044
43602424 1.0674622386 55.2306477200
43602551 1.0033562589 55.2307832877
43603430 0.9243823558 55.2316652379
43603911 0.8186279904 55.2321098658
43603961 0.6963803342 55.2321507972
43604026 0.6920598093 55.2321960619
43610422 0.7476384602 55.2366224765
43610547 0.7480019002 55.2367159313
43610556 0.7758919726 55.2367226633
43613967 1.5742568483 55.2393692308
43614141 1.5791939024 55.2396431515
43615277 1.6751201151 55.2414371158
43616074 14.1580179789 55.2427721865
43616234 16.3438815696 55.2450374694
43616350 16.7613394861 55.2469333596
43616564 17.4150013913 55.2505202863
43616993 9.6879780561 55.2579913219
43617059 5.0954708615 55.2586307284
43617122 3.3884459079 55.2589517431
43617541 3.3623364380 55.2603715019
43618079 3.4021450219 55.2621804390
43618755 7.6079026313 55.2644802890
43619967 8.7980106167 55.2737010670
43620296 8.9795376921 55.2765956125
43620366 9.0758279813 55.2772241801
43620904 8.5278501910 55.2821069756
43621426 5.7179372720 55.2865585134
43621468 5.3970492143 55.2867986667
43621903 2.2451745081 55.2891463831
43622053 1.6039938125 55.2894831593
43622157 1.6044495453 55.2896499747
43622187 1.6019145158 55.2896981082
43622435 1.6033857697 55.2900953830
43622597 1.6043883654 55.2903551314
43622824 1.6096746206 55.2907193276
43623305 1.6326415312 55.2914935811
43623446 1.6338921026 55.2917237836
43623594 1.7316279887 55.2919655996
43623930 1.7471688210 55.2925474266
43624023 1.7567476438 55.2927099133
43624514 1.7590764899 55.2935724764
43624540 1.7615780735 55.2936182124
43624914 1.7600338058 55.2942770426
43625135 1.7608085312 55.2946660100
43625677 1.7612821220 55.2956203683
43625727 1.7598341039 55.2957084324
43625839 1.7595655455 55.2959055338
43625855 1.7583703087 55.2959336868
43626878 1.5815389568 55.2977324997
43626905 1.3618936257 55.2977752012
43626947 1.1016155433 55.2978324008
43627162 0.6852809560 55.2980692481
43630087 0.6880485820 55.3000736949
43630779 0.6888732251 55.3005498245
43632337 0.7026828721 55.3016230890
43632374 0.7157199456 55.3016490883
43632536 1.2735576228 55.3017650349
43632559 1.7286120119 55.3017943267
43632590 1.9739747929 55.3018479137
43632747 1.9537483417 55.3021578277
43633707 2.8870891544 55.3040334261
43634301 2.8863864293 55.3057483571
43634794 2.8859137407 55.3071713456
43634843 2.8858659826 55.3073127554
43635176 2.8817365240 55.3082737488
43635283 2.8779670869 55.3085820946
43635450 2.8774730863 55.3090627151
43635502 2.8745711332 55.3092123437
43635863 2.8720235869 55.3102500638
43636281 2.8605535189 55.3114505697
43636411 2.8603984991 55.3118224417
43636606 2.8463626909 55.3123802194
43636988 2.8213870943 55.3134675299
43637121 2.7787452075 55.3138427744
43637203 2.7254283733 55.3140706315
43637278 2.7258265405 55.3142750386
43637639 2.6933615823 55.3152590620
43637899 2.6715955461 55.3159593360
43638238 2.5656767323 55.3168650069
43639593 2.5163138146 55.3203414989
43643405 11.7343146074 55.3299336871
43646200 11.4009450078 55.3627310965
43646285 11.0540431150 55.3637001768
43646394 9.7783364194 55.3649050675
